业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,重量报告,是,重量报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,重量报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,0轮载荷下的强度分析报告,是,0轮载荷下的强度分析报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,0轮载荷下的强度分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,0轮载荷下的有限元模型,是,0轮载荷下的有限元模型,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,0轮载荷下的有限元模型,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,0轮载荷下的有限元模型建模报告,是,0轮载荷下的有限元模型建模报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,0轮载荷下的有限元模型建模报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,四性分析报告,是,四性分析报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,四性分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,工艺审查意见,是,工艺审查意见,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,工艺审查意见,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,工艺总方案/制造总方案（初稿）,否,工艺总方案/制造总方案（初稿）,一致,,,,报告类无表单,纸质,,,,R,报告类无表单,工艺总方案/制造总方案（初稿）,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,容差分析报告,否,容差分析报告,一致,,,,报告类无表单,纸质,,,,R,报告类无表单,容差分析报告,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,装配协调方案（初稿）,否,装配协调方案（初稿）,一致,,,,报告类无表单,纸质,,,,R,报告类无表单,装配协调方案（初稿）,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,技术攻关清单,否,技术攻关清单,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,技术攻关清单,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,可采购性审查意见,否,可采购性审查意见,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,可采购性审查意见,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,按照技术协议开展设计任务,否,按照技术协议开展设计任务,一致,,,,报告类无表单,纸质,,,,R,报告类无表单,按照技术协议开展设计任务,供应商,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,试验项列表,是,试验项列表,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,试验项列表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,试验件数据集,是,试验件数据集,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,试验件数据集,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,试验工装数据集,是,试验工装数据集,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,试验工装数据集,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,试验任务书,是,试验任务书,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,试验任务书,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,试验报告,是,试验报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,试验报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,审核通过的试验大纲,是,审核通过的试验大纲,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,审核通过的试验大纲,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.5,概念定义阶段设计,,,12.1.5概念定义阶段设计信息流图,产品支援任务计划,是,产品支援任务计划,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,产品支援任务计划,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,先行器材采购单（AMO）,是,先行器材采购单（AMO）,一致,,,FM1201-29,,线下EXCEL,,,,C,FM1201-29,先行器材采购单（AMO）,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,标准件性能数据表,是,标准件性能数据表,一致,,,FM1201-30,,线下EXCEL,,,,C,FM1201-30,标准件性能数据表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,构型基线清单,是,构型基线清单,一致,,,FM1201-31,,线下EXCEL,,,,C,FM1201-31,构型基线清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,符合性验证方法列表,是,符合性验证方法列表,一致,,,FM1201-47,,线下EXCEL,,,,C,FM1201-47,符合性验证方法列表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,安装调整技术条件,是,安装调整技术条件,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,安装调整技术条件,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,JDP容差分析报告,是,JDP容差分析报告,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,JDP容差分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,条款级符合性验证计划,是,条款级符合性验证计划,一致,,,,报告类无表单,纸质,,,,C,报告类无表单,条款级符合性验证计划,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,结构尺寸清单,否,结构尺寸清单,一致,,,FM1201-20,,线下EXCEL,,,,U,FM1201-20,结构尺寸清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,构型项清单,否,构型项清单,一致,,,FM1201-21,,线下EXCEL,,,,U,FM1201-21,构型项清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,工程数据清单,否,工程数据清单,一致,,,FM1201-22,,线下EXCEL,,,,U,FM1201-22,工程数据清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,非金属材料选用目录,否,非金属材料选用目录,一致,,,FM1201-23,,线下EXCEL,,,,U,FM1201-23,非金属材料选用目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,工艺材料选用目录,否,工艺材料选用目录,一致,,,FM1201-24,,线下EXCEL,,,,U,FM1201-24,工艺材料选用目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,工艺规范选用目录,否,工艺规范选用目录,一致,,,FM1201-25,,线下EXCEL,,,,U,FM1201-25,工艺规范选用目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,金属材料选用目录,否,金属材料选用目录,一致,,,FM1201-26,,线下EXCEL,,,,U,FM1201-26,金属材料选用目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,标准件选用目录,否,标准件选用目录,一致,,,FM1201-27,,线下EXCEL,,,,U,FM1201-27,标准件选用目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,经验与教训记录表,否,经验与教训记录表,一致,,,FM1201-28,,线下EXCEL,,,,U,FM1201-28,经验与教训记录表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,初步定义数据集（MG3）,否,初步定义数据集（MG3）,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,初步定义数据集（MG3）,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,系统安装初步定义数据集（MG3）,否,系统安装初步定义数据集（MG3）,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,系统安装初步定义数据集（MG3）,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,初步定义数据集（MG4）和结构EBOM,否,初步定义数据集（MG4）和结构EBOM,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,初步定义数据集（MG4）和结构EBOM,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,结构初步定义设计报告,否,结构初步定义设计报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,结构初步定义设计报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,系统安装初步定义数据集（MG4）和系统安装EBOM,否,系统安装初步定义数据集（MG4）和系统安装EBOM,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,系统安装初步定义数据集（MG4）和系统安装EBOM,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,系统安装设计报告,否,系统安装设计报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,系统安装设计报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,1轮载荷下的有限元模型建模报告,否,1轮载荷下的有限元模型建模报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,1轮载荷下的有限元模型建模报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,1轮载荷下的有限元模型,否,1轮载荷下的有限元模型,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,1轮载荷下的有限元模型,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,1轮载荷下的强度分析报告强度分析报告,否,1轮载荷下的强度分析报告强度分析报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,1轮载荷下的强度分析报告强度分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,1轮载荷下的结构尺寸清单,否,1轮载荷下的结构尺寸清单,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,1轮载荷下的结构尺寸清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,材料规范、工艺规范及型材图册,否,材料规范、工艺规范及型材图册,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,材料规范、工艺规范及型材图册,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,标准件规范,否,标准件规范,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,标准件规范,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,工程关键特性目录,否,工程关键特性目录,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,工程关键特性目录,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,界面控制图,否,界面控制图,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,界面控制图,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,四性分析报告,否,四性分析报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,四性分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,重量报告,否,重量报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,重量报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,质量分布特性报告,否,质量分布特性报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,质量分布特性报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,研发技术文件编制管理规定,否,研发技术文件编制管理规定,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,研发技术文件编制管理规定,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,标准化审查后的文件,否,标准化审查后的文件,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,标准化审查后的文件,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,发放的工程数据集,否,发放的工程数据集,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,发放的工程数据集,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.6,初步定义阶段设计,,,12.1.6初步定义阶段设计,创建技术出版物报告,否,创建技术出版物报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,创建技术出版物报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
